更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,代表者,資本金,平均年齢,従業員数,企業URL
2024-08-01,株式会社Ｍ．Ｄ．ＰＲＯＪＥＣＴ,医療コンサルティング,求人なし,,東京都中央区日本橋蛎殻町2-5-51202,2016,代表取締役 益子 雅笛,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人加古川つつじの家福祉会,その他医療関連,求人なし,,兵庫県加古川市加古川町中津691-4,2002,理事長 佐田 一夫,446 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＡＹＵＭＵ,福祉・介護関連サービス,求人なし,,東京都目黒区下目黒3-15-2松本ビル 1Ｆ,2016,代表取締役 大藪 宏樹,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ビジョンデザインルーム株式会社,その他医療関連,求人なし,,東京都港区三田4-19-23Ｆａｂｒｉｃ高輪402,2016,代表取締役 内田 さやか,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ｄｅａｒ　ｍｉｌｉｅｕｓ,福祉・介護関連サービス,求人なし,,千葉県千葉市花見川区幕張町4-1798-38,2016,代表取締役 豊島 大輔,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,特定非営利活動法人サンラッキー,福祉・介護関連サービス,求人なし,,大阪府藤井寺市道明寺1-9-18,2013,理事 川口 育男,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人ひだまり,福祉・介護関連サービス,求人なし,,滋賀県米原市本郷603-1,2015,理事長 永田 かおり,275 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人北広島町社会福祉協議会,福祉・介護関連サービス,求人なし,,広島県山県郡北広島町大朝2513-1,2005,理事長 橋渡 良臣,204 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人パーソナル・アシスタンスとも,福祉・介護関連サービス,求人なし,,千葉県浦安市今川1-14-52,2006,理事長 西田 良枝,352 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社障がい者ライフサポート,福祉・介護関連サービス,求人なし,,広島県広島市佐伯区五日市1-7-18,2012,代表取締役 田中 秀治,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社セイルクリエーション,調剤薬局・ドラッグストア業界,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■調剤薬局の経営、介護、その他福祉に関する人材育成・コンサルティング業務■道内各病院の処方箋に対応する他、居宅療養管理指導も行い過去の指導実績は約1000名！「薬の飲み間違いを防ぐ」服薬指導などもあわせて行っており、多くの病院・施設から頼られる存在です。 2022年11月doda掲載求人より引用,北海道札幌市西区八軒一条西1-3-15,2016,代表取締役 佐井 淳一,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ＷｙＬ株式会社,福祉・介護関連サービス,求人なし,,東京都江戸川区中央4-11-8アルカディア親水公園ビル Ｂ1Ｆ,2016,代表取締役 岩本 大希,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,オオミヤホールディングス株式会社,福祉・介護関連サービス,求人なし,,北海道札幌市白石区菊水一条4-6-373号,2016,代表取締役 近江谷 俊介,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,白竹医科器械株式会社,その他医療関連,求人なし,,千葉県千葉市中央区都町8-4-1ベイコートビル 2Ｆ,2016,代表取締役 白竹 史典,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ＨｕＣＡＭ,その他医療関連,求人なし,,東京都新宿区信濃町35慶應義塾大学病院2号館 7Ｆ,2016,代表取締役 古屋 正博,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ソーシャルケア・リンク株式会社,福祉・介護関連サービス,無,,東京都豊島区長崎5-32-8コンドミニアムＮ 1Ｆ,2016,代表取締役 辻 明裕,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ケーズオー,その他医療関連,求人なし,,京都府京都市山科区大宅沢町3ハイムシエナ2－3号室,2016,代表取締役 川辺 考寿,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ウェルネス医療情報センター,その他医療関連,求人なし,,東京都文京区根津1-1-19根津宮本ビル 301,2016,代表取締役 柏原 純一,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ＡＵＮホールディングス株式会社,福祉・介護関連サービス,求人なし,,大阪府大阪市西区立売堀1-3-13,2016,代表取締役 金子 史宏,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社バックテック,その他医療関連,求人なし,,京都府京都市下京区烏丸通仏光寺下る大政所町680-1,2016,代表取締役 福谷 直人,100 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人真秀会,福祉・介護関連サービス,求人なし,,兵庫県加西市下宮木町576,2003,理事長 澤中 章博,407 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社いま・ここ,福祉・介護関連サービス,求人なし,,大阪府枚方市大垣内町2-17-3大垣内御浜ビル 3Ｆ,2016,代表取締役 村田 直和,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,充調剤株式会社,調剤薬局・ドラッグストア業界,求人なし,,大阪府大阪市西成区天下茶屋3-19-17シャーメゾンＧｕｔｓＣｈａ1Ｆ,2016,代表取締役 竹田 充宏,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ビューウェル,医療コンサルティング,求人なし,,東京都江東区青海2-4-32タイム24ビル 18Ｆ,2016,代表取締役 劉 效蘭,8 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ｓ－ｍｕｓｃｌｅ,大学・研究施設,求人なし,,岡山県倉敷市児島唐琴2-4-24,2016,代表取締役 鈴森 康一,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,地方独立行政法人栃木県立がんセンター,病院・大学病院・クリニック,求人なし,,栃木県宇都宮市陽南4-9-13,2016,理事長 菱沼 正一,"1,992 百万円",,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社エルクラフト,福祉・介護関連サービス,求人なし,,山口県山口市青葉台13-29,2011,代表取締役 沖 一希,4 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ビヨンドエフォート,福祉・介護関連サービス,求人なし,,神奈川県横浜市青葉区あかね台1-7-61,2016,代表取締役 神嵜 淳,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,ロシュＤＣジャパン株式会社,医薬品メーカー業界,求人なし,,東京都港区港南1-2-70品川シーズンテラス 15Ｆ,2016,代表取締役 服部 記子,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ｅａテクノ仙台,福祉・介護関連サービス,求人なし,,宮城県仙台市宮城野区岩切1-10-52,2016,代表取締役 斎藤 直利,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,合資会社ステージケア,福祉・介護関連サービス,無,,大阪府大阪市東成区東小橋1-11-23Ｆ,2002,代表社員 真田 明子,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,Ｊｕｓｔ　Ｗｏｒｌｄｗｉｄｅ株式会社,医療コンサルティング,求人なし,,東京都中央区日本橋室町4-3-9,2016,代表取締役 ピーター・カニングハム,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社渡部興業,その他医療関連,求人なし,,東京都台東区雷門2-14-9,1987,代表取締役 渡部 光子,43 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社オフィスファーム,福祉・介護関連サービス,求人なし,,愛知県名古屋市千種区今池南31-21クリエイティブ21、2Ａ,2016,代表取締役 五十嵐 仁,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社エデュケーションＮＥＴ,福祉・介護関連サービス,求人なし,,愛知県春日井市篠木町2-1281-1レガーロ・シノギ 1Ｆ,2016,代表取締役 岸 由巨子,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社えにし,福祉・介護関連サービス,求人なし,,愛知県名古屋市中区栄5-26-39,2016,代表取締役 水谷 太,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社ユニーク,福祉・介護関連サービス,求人なし,,大阪府高槻市城北町1-5-25,2016,代表取締役 長井 裕樹,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社はまゆう,福祉・介護関連サービス,求人なし,,宮崎県宮崎市大字赤江字飛江田1406-2,1997,代表取締役 橋邉 忠司,23 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社エシクス,福祉・介護関連サービス,求人なし,,千葉県千葉市緑区おゆみ野3-37-2,2016,代表取締役 安岡 俊介,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社リベロ,福祉・介護関連サービス,求人なし,,熊本県宇城市松橋町大野234-1,2016,代表取締役 敷島 武士,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社みんなのファーマシー,調剤薬局・ドラッグストア業界,求人なし,,福岡県福岡市早良区有田6-19-16,2016,代表取締役 本村 賢司,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社愛知福祉会,福祉・介護関連サービス,求人なし,,愛知県一宮市丹陽町森本字川向2147-1,2016,代表取締役 杉山 寛仁,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社シンビーオ,福祉・介護関連サービス,求人なし,,東京都港区港南2-16-2太陽生命品川ビル 28Ｆ,2016,代表取締役 上村 裕介,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,Ｒｅｈａｔｅｃｈ　Ｌｉｎｋｓ株式会社,その他医療関連,求人なし,,東京都渋谷区渋谷2-19-15宮益坂ビルディング 609,2016,代表取締役社長兼ＣＥＯ 大北 潤,16 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人岩手ひだまり会,福祉・介護関連サービス,求人なし,,岩手県奥州市水沢東大通り2-4-3,2015,理事長 大沼 一裕,221 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,社会福祉法人こころ,福祉・介護関連サービス,求人なし,,宮崎県都城市梅北町11848,2015,理事長 蓑部義彦,112 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社Ｈｉｂａｒｉファーマシー,調剤薬局・ドラッグストア業界,求人なし,,東京都立川市柴崎町3-7-7ＳＫ立川駅前ビル 1Ｆ,2016,代表取締役 小野寺 俊明,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
2024-08-01,株式会社トゥルー・セルフ,福祉・介護関連サービス,求人なし,,京都府京田辺市高船前田12,2016,代表取締役 岡田 浩和,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?
