更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,千寿製薬株式会社,医薬品メーカー業界,12,■事業内容：医療用・一般用医薬品およびコンタクトレンズ用剤の製造・販売,大阪府大阪市中央区瓦町3-1-9,1947,,,922,"1,415百万円",https://www.senju.co.jp/,
2024-07-01,EAファーマ株式会社,医薬品メーカー業界,15,■事業内容：医薬品の研究開発、製造、販売および輸出入,東京都中央区入船2-1-1,2016,,41.2,950,"9,145百万円","Failed to retrieve page, status code: 410",
2024-08-01,パラマウントベッド株式会社,医療機器メーカー業界,26,■概要：同社は、医療・介護分野の製品の提供にとどまらず、より多くの方にとっての快適な暮らしをサポートするさまざまな事業を展開しています。海外も含めた幅広いネットワークを構築し、よりよい社会のために貢献していきます。,東京都江東区東砂2-14-5,1950,プライム市場,,937,"6,591百万円",http://www.paramount.co.jp/,
2024-08-01,ケアパートナー株式会社,福祉・介護関連サービス,6,■事業内容：介護、保育事業の運営。 介護事業所133事業所（通所介護 81、居宅介護支援 25、訪問介護 11、訪問看護 6、福祉用具 1、ｸﾞﾙｰﾌﾟﾎｰﾑ 2、サ高住 3、家政婦 1、障がい 3） 保育事業所29事業所 （小規模保育所 15、認可保育園 14）■経営理念 私たちは、「すべての方々の元気を創造し、しあわせな社会を実現します」■スローガン 「想像をこえるサービスを」■中期ビジョン ケアパートナー株式会社は、「毎日の小さな感動の積み重ね」を3ヶ年スローガンに掲げ様々な施策・取組を展開 して参ります。,東京都品川区南大井6-20-14,1999,,45.2,2855,100百万円,http://www.care-partner.com/,
2024-08-01,株式会社共立ソリューションズ,ITコンサルティング,6,■事業概要：IT事業: 金融・公共など社会インフラを支えるシステム運用、システム開発やインフラ・クラウド、セキュリティなど医薬事業: 医薬品開発業務支援（CRO）PKP事業: 自治体向けの業務委託、自治体DX（ITデジタル化）、GX（脱炭素化ソリューションによる社会貢献活動）,東京都中央区築地2-12-10築地MFビル26号館6F,1999,,29.4,4458,100百万円,https://www.ksol.co.jp/,
2024-06-01,宮野医療器株式会社,医療機器メーカー業界,1,医療機器、理化学機器の製造販売、電気･電子医療機器、X線･光学器械、公害･環境衛生計測･分析機器、医療用品･衛生材料、毒劇物･試薬･高圧ガスの販売、計量器（濃度計･圧力計）の販売修理、医療機器の直輸入販売、一般卸販売、病院･薬局･検査･研究設備の設計、設置工事、修理等全般及びこれら業務に付帯する一切の事業,兵庫県神戸市中央区楠町5丁目4-8,1948,,,,"9,600万円",http://miyano.jp/,代表取締役社長 宮野 哲
2024-07-01,ジンマー・バイオメット合同会社,医療機器メーカー業界,18,■事業内容：整形外科向け医療機器や器械の製造・輸入・販売,東京都港区芝公園2-11-1住友不動産芝公園タワー15F,2016,,,874,"2,310百万円",http://www.zimmer.co.jp/,
2024-07-01,アルフレッサ ファーマ株式会社,医薬品メーカー業界,1,医薬品、診断薬、医療機器、医薬品原材料等の製造・輸出入・販売,大阪府大阪市中央区石町二丁目2番9号,1939,,,1397,"3,000百万円",https://www.alfresa-pharma.co.jp/,代表取締役社長 島田 浩一
2024-06-01,株式会社ジーエヌアイグループ,医薬品メーカー業界,1,■事業内容：同社グループは、アジアに患者の多い疾患を適応症とした複数の創薬候補化合物をパイプラインに持ち、先端バイオ技術を活用して新薬探索・臨床開発から製造、販売まで一貫した事業活動を行っています。自社グループの研究により開発された創薬候補物をもって開発パイプラインを充実させると同時に、その一部を外部製薬企業にも共同研究を通じて提供し、さらなる価値創造につなげています。,東京都中央区日本橋本町2-2-2日本橋本町YSビル3F,2001,グロース市場,46.2,843,"13,068百万円",http://www.gnipharma.com/,
2024-07-01,スターツケアサービス株式会社,福祉・介護関連サービス,3,■事業内容： 下記のような介護・福祉サービスを幅広く展開しています。・認知症対応型共同生活介護（グループホーム）・特定施設入居者生活介護（有料老人ホーム）・サービス付き高齢者向け住宅・小規模多機能型居宅介護・通所介護（デイサービス）・居宅介護支援・訪問介護・介護タクシー・障がい者福祉サービス・シニア賃貸住宅・福祉用具貸与・販売・認可保育園・企業主導型保育園・調剤薬局,東京都江戸川区中葛西3-37-4,2003,,,2060,100百万円,https://www.starts-care.jp/,
2024-08-01,日本メジフィジックス株式会社,医薬品メーカー業界,24,■当社について／当社の魅力これまで輸入に依存していた放射性医薬品の国産化を目標に掲げ、1973年に設立致しました。設立以降、放射性診断薬、医療機器および関連製品の研究開発から製造・販売・輸出入と自社内で完結する体制を整え、国内の核医学の発展に貢献しております。,東京都江東区新砂3-4-10,1973,,40.0,796,"3,146百万円",https://www.nmp.co.jp/saiyo/index.html,
2024-08-01,株式会社いっしん,福祉・介護関連サービス,2,■事業内容：ホームヘルプサービス事業／訪問介護事業／訪問入浴事業／訪問看護事業／訪問リハビリテーション事業／居宅療養管理指導業務／通所介護事業／通所リハビリテーション事業／短期入所生活介護事業／短期入所療養介護事業／認知症対応型共同生活介護事業／特定施設入所者生活介護事業／福祉用具貸与事業／介護老人福祉施設運営／介護老人保健施設運営／介護療養型医療施設運営／介護保険事業のフランチャイズ型事業の展開／一般乗用旅客自動車運送事業／通院等乗降介助事業／サービス付き高齢者向け住宅運営／初任者・実務者研修事業／児童発達支援・放課後等デイサービス・日中一時支援,茨城県かすみがうら市稲吉2-18-15,1990,,,730,40百万円,http://www.isshin.gr.jp/,
2024-06-01,株式会社シーユーシー・ホスピス【エムスリーグループ】,医療コンサルティング,4,■事業内容：ホスピス型住宅施設の運営、訪問看護事業所運営、訪問介護事業所運営、居宅介護および重度訪問介護事業所,東京都港区芝浦3-1-1msb Tamachi 田町ステーションタワーN 15F,2017,,,1200,100百万円,http://cuc-hospice.com/,
2024-08-01,テルモ山口株式会社,医療機器メーカー業界,7,■事業内容：医療用機器・医薬品等の製造■製品カテゴリー：・心臓血管カンパニー…心臓や血管の外科手術や、血管を内側から治療するカテーテル治療で、先端医療に貢献します。・メディカルソリューションズカンパニー…病院のベッドサイドや、自宅での治療に使われる機器等で、安全性と使いやすさを追求しています。,山口県山口市佐山字村山3-22,2011,,,812,195百万円,https://www.terumoyamaguchi.co.jp/,
2024-08-01,株式会社アズパートナーズ,福祉・介護関連サービス,3,■事業内容：(1)シニア事業：介護付きホーム、デイサービスセンター、ショートステイなど「アズハイム」シリーズの企画・開発・運営(2)不動産事業：宅地建物の開発・販売・仲介・保有、シニア向け住宅の開発,東京都千代田区神田駿河台2-2御茶ノ水杏雲ビル11F,2004,スタンダード市場,38.0,1684,585百万円,https://www.as-partners.co.jp/,
2024-07-01,ティーエスアルフレッサ株式会社,医薬品卸,3,■事業内容：医療用医薬品、医療用検査試薬、医療機械・器具、衛生材料、衛生用品、食品、医療用事務機器等の卸売販売およびSPD事業等,広島県広島市西区商工センター1-2-19,1947,,,1166,"1,144百万円",http://www.ts-alfresa.net/,
