更新日,名称,業界(小分類),求人有無,所在地,設立,平均年齢,従業員数,企業URL,代表者,資本金,事業内容
2024-08-01,医療法人社団桃李会,福祉・介護関連サービス,求人なし,広島県広島市中区加古町6-1,1997,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 林 香津子,"1,254 百万円",
2024-08-01,医療法人翠清会,病院・大学病院・クリニック,求人なし,広島県広島市中区東千田町1-1-23,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 若林 伸一,"2,280 百万円",
2024-08-01,医療法人長久堂野村病院,病院・大学病院・クリニック,求人なし,広島県広島市安佐北区可部南4-17-30,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 野村 真哉,805 百万円,
2024-08-01,医療法人社団長寿会,福祉・介護関連サービス,求人なし,広島県広島市安芸区中野5-13-30,1994,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 畑野 榮治,"1,664 百万円",
2024-08-01,医療法人吉原胃腸科外科,病院・大学病院・クリニック,求人なし,広島県尾道市向東町8681-1,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 吉原 大貴,917 百万円,
2024-08-01,株式会社はるかぜ,その他医療関連,求人なし,広島県福山市木之庄町3-3-15,1997,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 世良 有利,10 百万円,
2024-08-01,医療法人社団常仁会,福祉・介護関連サービス,求人なし,広島県福山市鞆町後地1296-2,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 安原 耕一郎,"1,015 百万円",
2024-08-01,医療法人桃崎病院,病院・大学病院・クリニック,求人なし,山口県下関市田中町1-10,1999,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 桃崎 和也,"1,323 百万円",
2024-08-01,医療法人社団高橋内科,病院・大学病院・クリニック,求人なし,山口県周南市緑町1-66,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 高橋 達雄,555 百万円,
2024-08-01,医療法人福生会,病院・大学病院・クリニック,求人なし,香川県高松市番町3-3-1,1954,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 多田羅 治,742 百万円,
2024-08-01,医療法人社団百石病院,病院・大学病院・クリニック,求人なし,香川県高松市屋島西町1937-1,1984,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 江口 隆夫,639 百万円,
2024-08-01,医療法人社団雙和会,病院・大学病院・クリニック,求人なし,香川県高松市塩屋町1-4,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 石濱 英暢,"1,263 百万円",
2024-08-01,医療法人西山記念会,病院・大学病院・クリニック,求人なし,香川県坂出市加茂町593-1,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 西山 直志,,
2024-08-01,株式会社玉井歯科商店,医療機器卸,求人なし,愛媛県松山市千舟町8-67-8,1956,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 玉井 誠一,25 百万円,
2024-08-01,医療法人平成会,病院・大学病院・クリニック,求人なし,愛媛県今治市片山3-1-40,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 玉井 京子,39 百万円,
2024-08-01,医療法人光佑会,その他医療関連,求人なし,愛媛県伊予郡松前町大字神崎586,1967,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 黒田 典生,361 百万円,
2024-08-01,医療法人三芳会,病院・大学病院・クリニック,求人なし,福岡県北九州市若松区小敷ひびき-1-10-1,1963,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 三根 浩一郎,"1,427 百万円",
2024-08-01,有限会社草楽,医薬品・医療機器・ライフサイエンス・医療系サービス,求人なし,愛知県豊橋市向山台町8-6グランビスタ向山 1Ｆ,1999,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 真野 浩幸,3 百万円,
2024-08-01,医療法人日明会,病院・大学病院・クリニック,求人なし,福岡県北九州市小倉北区日明3-3-32,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 北原 潤一,"1,860 百万円",
2024-08-01,医療法人むらつ歯科クリニツク,病院・大学病院・クリニック,求人なし,福岡県福岡市博多区博多駅前2-5-9バンダイビル 5Ｆ,1994,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 村津 大地,357 百万円,
2024-08-01,医療法人しのだ眼科医院,病院・大学病院・クリニック,求人なし,福岡県福岡市南区長住2-18-2,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 篠田 久治,277 百万円,
2024-08-01,医療法人くわの内科・小児科医院,病院・大学病院・クリニック,求人なし,福岡県田川市大字伊田2714-8,2000,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 桑野 和則,241 百万円,
2024-08-01,医療法人山下泌尿器科医院,病院・大学病院・クリニック,求人なし,福岡県小郡市小郡1590-6,1997,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 山下 拓郎,20 百万円,
2024-08-01,医療法人聖恵会,病院・大学病院・クリニック,求人なし,福岡県古賀市鹿部482,2000,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 安松 聖高,"1,264 百万円",
2024-08-01,医療法人社団高仁会,病院・大学病院・クリニック,無,佐賀県多久市北多久町大字多久原2512-24,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 織田 優美子,543 百万円,
2024-08-01,医療法人静便堂,その他医療関連,求人なし,佐賀県杵島郡白石町大字福田1296,1959,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 沖田 光紀,2 百万円,
2024-08-01,医療法人敬愛会,病院・大学病院・クリニック,求人なし,熊本県熊本市西区上代9-2-20,1954,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 藤岡 俊宏,873 百万円,
2024-08-01,医療法人社団天神会,病院・大学病院・クリニック,求人なし,熊本県熊本市中央区大江6-22-22,1995,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 坂本 文比古,421 百万円,
2024-08-01,医療法人社団平成会,病院・大学病院・クリニック,求人なし,熊本県八代市大村町720-1,1993,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 新井 浩子,646 百万円,
2024-08-01,医療法人正仁会,病院・大学病院・クリニック,求人なし,熊本県水俣市袋705-14,1964,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 愛甲 康,,
2024-08-01,医療法人木下会,病院・大学病院・クリニック,求人なし,熊本県天草市二浦町亀浦3198,1996,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 木下 裕章,714 百万円,
2024-08-01,医療法人湘悠会,病院・大学病院・クリニック,求人なし,熊本県宇土市南段原町11-6,1998,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 村上 茂樹,41 百万円,
2024-08-01,医療法人信和会,病院・大学病院・クリニック,求人なし,大分県宇佐市大字出光165-1,1995,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 和田 陽子,291 百万円,
2024-08-01,医療法人松柏会,その他医療関連,求人なし,鹿児島県鹿児島市山田町441,1983,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 松下 健司,"2,389 百万円",
2024-08-01,医療法人愛人会,病院・大学病院・クリニック,求人なし,鹿児島県鹿児島市谷山中央1-4196,1954,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 川島 裕雄,498 百万円,
2024-08-01,社会医療法人博愛会,病院・大学病院・クリニック,求人なし,鹿児島県鹿児島市松原町3-31,1953,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 相良 吉昭,"2,030 百万円",
2024-08-01,医療法人唐仁原医院,病院・大学病院・クリニック,求人なし,鹿児島県南さつま市加世田東本町32-16,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 唐仁原寛,,
2024-08-01,医療法人参天会,福祉・介護関連サービス,求人なし,鹿児島県鹿児島市喜入前之浜町7805,1995,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 新田 則孝,790 百万円,
2024-08-01,ゴージョージャパン株式会社,医薬品メーカー業界,求人なし,東京都千代田区内神田1-6-6ＭＩＦビル 3Ｆ,1997,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山本 哲也,100 百万円,
2024-08-01,有限会社メイケア,医療機器卸,求人なし,三重県松阪市日丘町1380-15,2001,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 竹岡 朗,3 百万円,
2024-08-01,フクダ電子神奈川販売株式会社,医療機器メーカー業界,求人なし,神奈川県横浜市港北区新羽町905,1978,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 三島 範彦,40 百万円,
2024-08-01,タイガー医療器株式会社,医療機器メーカー業界,求人なし,大阪府八尾市南亀井町1-3-21,1970,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 加藤 大統,30 百万円,
2024-08-01,有限会社川尻工業,医療機器卸,求人なし,北海道札幌市白石区北郷五条4-10-13,1980,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 川尻 祥明,8 百万円,
2024-08-01,医療法人時実クリニック,病院・大学病院・クリニック,求人なし,大阪府豊中市新千里西町3-3-6,1986,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,院長 時実 孝至,442 百万円,
2024-08-01,有限会社ドラックストアーさとう,福祉・介護関連サービス,求人なし,北海道余市郡余市町美園町10-22,1990,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 公一,3 百万円,
2024-08-01,医療法人本吉診療所,病院・大学病院・クリニック,求人なし,大阪府八尾市萱振町5-11-5,1987,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 本吉 宏行,221 百万円,
2024-08-01,社会福祉法人川福会,福祉・介護関連サービス,求人なし,大阪府東大阪市出雲井本町3-25,1981,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 吉田 悟,"8,704 百万円",
2024-08-01,医療法人史隆会,病院・大学病院・クリニック,求人なし,大阪府大阪市城東区今福西3-1-16,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 出口 晃史,418 百万円,
2024-08-01,医療法人橋本眼科医院,病院・大学病院・クリニック,求人なし,大阪府河内長野市西代町1-21,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 橋本 茂樹,494 百万円,
2024-08-01,医療法人イワサクリニック,病院・大学病院・クリニック,求人なし,大阪府枚方市香里園町9-22,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 岩浅 義彦,424 百万円,
2024-08-01,医療法人大桑皮膚科,病院・大学病院・クリニック,求人なし,大阪府高槻市高槻町10-3,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 大桑 隆,120 百万円,
2024-08-01,医療法人三木外科・内科,病院・大学病院・クリニック,求人なし,大阪府豊中市服部寿町2-18-1,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 三木 正士,16 百万円,
2024-08-01,医療法人古東整形外科,病院・大学病院・クリニック,求人なし,大阪府大阪市淀川区三国本町3-26-16,1988,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 古東 司朗,406 百万円,
2024-08-01,医療法人幸和,病院・大学病院・クリニック,求人なし,大阪府守口市日吉町1-3-12,1989,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,理事長 立澤 喜和,234 百万円,
