更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,従業員数,平均年齢,企業URL,代表者,資本金,上場市場名
2024-08-01,株式会社ＡＧＲＩ　ＣＡＲＥ,福祉・介護関連サービス,1,■プライベートクリニック事業（MED AGRI CLINIC)■スペシャルケアホーム事業（AGRI CARE GARDEN）▼Facebook・Instagramページがございます。 自社の取り組みを発信していますので、 ぜひご覧になってみてください！,■本社：茨城県つくばみらい市■本部：東京都千代田区,2014,363,,http://www.medagricare.jp/,代表取締役 日馬 祐貴,500万円,
2024-07-01,ハッピーライフケア株式会社,福祉・介護関連サービス,2,■事業内容： 児童発達支援／放課後等デイサービス／就労継続支援A型,東京都千代田区東神田2-10-9,2014,,,https://global-tree.jp,,90百万円,
2024-06-01,株式会社コスコサービス,福祉・介護関連サービス,1,■事業内容： 介護付有料老人ホーム（一般型特定施設/一般型介護予防特定施設）・デイサービスセンタの運営ーなど,大阪府松原市阿保3-6-31,2006,15,,http://www.palmcourt.jp/gaiyou/gaiyou.htm,,30百万円,
2024-06-01,株式会社アジアメデカ元気事業団,医療コンサルティング,1,■事業内容：◇医療福祉に関する各種設備、機器販売業務◇資金調達及びリース業務◇医療福祉に関する調査業務◇医療福祉のコンサルタント業務◇介護商品通信販売業務◇調剤薬局運営◇運営管理システムの開発・販売事務系システムの開発・販売◇介護施設運営◇代理店業務,東京都千代田区内神田2-7-13山手ビル3号館 3F,2011,107,,https://asia-medca.jp/,,251百万円,
2024-07-01,有限会社ランエン,医薬品卸,2,■事業内容： ・KOHYOHブランドの卸・小売販売・健康食品・化粧品の企画・開発・寝具の製造及び卸販売＜ブランド＞◎KOHYOH（コーヨー）…酵素・乳酸菌などをはじめとする、安心・安全・高品質な自社オリジナルの健康食品を取り扱っております。◎KOHYOHLIFE（コーヨーライフ）…自社オリジナル企画の寝具・ベッドの製造。および各流通の企業様への卸販売を行っております。,神奈川県川崎市麻生区片平2-16-2105,2001,5,,https://ranen.co.jp/,,21百万円,
2024-08-01,ソシオークホールディングス株式会社,福祉・介護関連サービス,6,■事業内容：以下の事業を展開するグループ企業の経営事業・子育て支援事業、給食サービス事業・自動車運行管理事業・障がい者就労継続支援事業など,東京都港区芝4-13-3PMO田町東10F,2013,6727,,https://www.socioak.com/,,95百万円,
2024-07-01,メディシス株式会社,医療機器卸,2,■事業内容： 高度管理医療機器を含む医療機器の賃貸および販売、保守点検サービス24時間緊急対応サービス（在宅患者様向け専用フリーダイヤル有り）医療情報システム（電子カルテ・睡眠診療DataBase System など）の販売・開発,愛知県名古屋市守山区大字上志段味字稲堀田新田1838,2011,,,https://medisys.jp/,,10百万円,
2024-06-01,リードメディカルサイエンス株式会社,医薬品卸,1,■事業内容： ・医療用具輸出入販売・医療機械専門の輸出・輸入業・動物用医療機器の販売,東京都文京区湯島2-14-4STビル4F,1981,6,,https://leadmedical.com/index.html,,10百万円,
2024-07-01,株式会社セルフメディカル,医療機器卸,1,■事業内容： 医療用具の販売（製品）・歯科ユニットウォーターライン除菌装置・電解酸性機能水生成器・口腔内撮影用カメラ及び照明装置・歯科資材関連■方針：当社は電解水を中心とする研究開発型の企業であり、革新的で価値ある製品開発を通じて、世界中の人々により衛生的な環境をご提供できるよう取り組んでおります。常に一つ一つの部品選びから品質にこだわり、常に改良を続け、より良い商品を製造販売することが医療業界、飲食業界の発展に寄与できることと考えております。,大阪府門真市柳町6-3,1996,8,52.0,https://selfmedical.jp/,,10百万円,
2024-08-01,株式会社ウェルケア,福祉・介護関連サービス,2,■事業内容： ・介護付有料老人ホーム、グループホーム（認知症対応型共同生活介護）の介護保険事業 ・医療介護コンサルタント及び不動■同社の特徴：医療法人好縁会グループ企業として設立。主に併設する医療機関との連携により介護付有料老人ホームとグループホームの運営を行い、専門的な医療、介護サービスを提供しています。,広島県東広島市西条町寺家7429-3,1998,104,,https://wellcare-life.jp/greeting/,,3百万円,
2024-08-01,株式会社セブントゥワン,CRO,5,■企業紹介：当社は2013年にCRO事業・コンサルティング事業を創業し、製薬メーカー、CRO及びコンサルティングファームからの出身者を擁し、他社とは一線を画す高いレベルのサービスを提供して参りました。特にデータマネジメントや統計解析、ファーマコビジランスの領域ではその高い専門性と課題解決に導くソリューションが評価され、国内大手製薬メーカーや外資系メーカーのお客様より高い評価をいただいております。,東京都渋谷区東3-17-15iD EBISU,2011,50,40.0,http://www.seven-to-one.com/,,10百万円,
2024-07-01,株式会社ウィルウェスト,調剤薬局・ドラッグストア業界,1,■事業内容： ・地域保険薬局（ほたるの薬局及びほたるの薬局上坂）■当社の特徴：長浜市にある地域密着型薬局です。在宅訪問・居宅療養はもとより、健康相談・栄養相談も承っております。,滋賀県長浜市野瀬町834-1,2014,10,,なし,,1百万円,
2024-08-01,アメリエフ株式会社,バイオベンチャー業界,10,■事業内容：医療・バイオ研究のデータ解析及びコンサルティング情報解析システム及びデータベースの設計・開発・保守情報解析技術の導入支援・教育・コンサルティング医療情報のデータマイニング及びシステム開発,東京都港区西新橋2-38-5,2010,29,35.0,https://amelieff.jp/,,30百万円,
2024-07-01,株式会社フォーリーフ,福祉・介護関連サービス,1,■事業内容： ⇒福祉用具・介護予防福祉用具の貸与 ■特定福祉用具・特定介護予防福祉用具の販売 ■居宅介護支援事業 ■訪問介護 ■施設運営 ■福祉用具貸与・販売,愛知県尾張旭市平子町長池上6254-12,2011,43,,https://fourleaf.itcare.jp/,,4百万円,
2024-08-01,株式会社ウェルオフ,福祉・介護関連サービス,9,■事業内容： サービス付き高齢者向け住宅事業介護保険法に基づく居宅介護サービス事業障がい者自立支援法に基づく福祉事業小規模デイサービス事業福祉・介護コンサルティング事業,埼玉県さいたま市南区根岸1-3-9ツネビル,2007,2500,,https://www.welloff.co.jp/,,10百万円,
2024-07-01,株式会社Ｌｅａｎ　ｏｎ　Ｍｅ,福祉・介護関連サービス,2,■事業内容：株式会社Lean on Meは「障がい者にやさしい街づくり」を経営理念のもと、障がいのある方とその家族が、将来のライフプランについて希望を持ち、見通しを立てることができる社会を構築することを目指しています。『社会から障がいのある方への「理解」を促進する。』と言うミッションを果たすべく、障がい者支援者向けのe-ラーニング「Special Learning」の開発、運営および販売を行なっています。,大阪府高槻市萩之庄5-1-1,2014,32,,https://leanonme.co.jp/,,100百万円,
2024-08-01,株式会社しーぽーと,福祉・介護関連サービス,2,■事業内容： 障害者総合支援法における障害福祉サービス（居宅介護事業）／障がい者、高齢者を対象とした共同住宅の運営／不動産の管理および賃貸／福祉従業者や民間企業等への教育訓練事助業,北海道札幌市厚別区上野幌二条2-13-12,2014,,,https://sea-port.co.jp/,,,
2024-06-01,株式会社ソフィレ,医療コンサルティング,1,◆病院、診療所に関するコンサルティング業務◆経理事務、厨房業務、清掃の請負業務◆医療機器類及び関連する機器類のリース業務◆美容商材の製造、開発及び販売業務◆研修に関する研修、講習会・講習会の企画運営◆産後育児ケア、サポートの企画・開発・運営他◆土地、建物のメンテナンス管理及び賃貸業務◆その他、上記に付随する一切の業務,千葉県千葉市中央区本千葉町6-1（千葉中央オフィス）,2014,,45.0,https://sophile.top,代表取締役 川﨑 光雄,,
