更新日,名称,業界(小分類),求人有無,所在地,設立,平均年齢,従業員数,企業URL,代表者,資本金,事業内容
2024-08-01,株式会社ＢＲＣ,シンクタンク,求人なし,徳島県徳島市福島2-5-41,2014,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小川 武史,8 百万円,
2024-08-01,株式会社ＯＮＥ’ｓ　ＢＥＳＴ,その他専門コンサルティング,求人なし,東京都港区赤坂4-13-5,2007,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 根本 晴人,1 百万円,
2024-08-01,税理士法人第一会計,税理士法人,求人なし,大阪府大阪市北区天満2-7-22コム関西,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 三枝 寛和,,
2024-08-01,Ｓａｔｏ　ＧｍｂＨ株式会社,経営・戦略コンサルティング,求人なし,東京都新宿区西早稲田2-6-3,2011,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 浩行,3 百万円,
2024-08-01,ポレール弁理士法人,特許事務所・弁理士事務所,求人なし,東京都中央区日本橋本石町3-3-5,2005,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 小岩 幸人,,
2024-08-01,トキワコンサルティング株式会社,経営・戦略コンサルティング,求人なし,東京都千代田区紀尾井町3-8第2紀尾井町ビル903,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 篠村 保之,10 百万円,
2024-08-01,株式会社ワイズマネジメント,経営・戦略コンサルティング,無,福岡県福岡市中央区赤坂1-5-2ドリームステージ赤坂ビル 3Ｆ,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 吉田 慶紀,1 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■経営コンサルティング■人事評価システム構築■医療変革プロジェクト■開業・事業拡大支援■システム開発・マネジメント 2023年3月doda掲載求人より引用
2024-08-01,山田事業承継・Ｍ＆Ａ株式会社,財務・会計アドバイザリー（FAS）,求人なし,神奈川県横浜市西区北幸1-11-15横浜ＳＴビル 18Ｆ,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 晃久,25 百万円,
2024-08-01,ブリッジソリューションズ株式会社,その他専門コンサルティング,求人なし,東京都千代田区二番町9-3ＴＨＥＢＡＳＥ麹町,2012,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 阿部 満,1 百万円,
2024-08-01,株式会社コネクションズ,経営・戦略コンサルティング,求人なし,東京都渋谷区渋谷3-6-2,2011,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 古屋 亮,,
2024-08-01,株式会社ＪＬ　ＷＡＴＥＲ　ＪＡＰＡＮ,その他専門コンサルティング,求人なし,東京都新宿区高田馬場4-29-31新宿ビル601号,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 朴 性文,45 百万円,
2024-08-01,株式会社ＭＡＲＶＥＬＬＯＵＳ　ＬＡＢＯ,組織人事コンサルティング,求人なし,栃木県宇都宮市錦2-4-5,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 加藤 雅明,10 百万円,
2024-08-01,アイ・エフ・ディー株式会社,経営・戦略コンサルティング,求人なし,東京都渋谷区渋谷2-10-15,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 加藤 保光,5 百万円,
2024-08-01,株式会社ビジネスリノベーション,経営・戦略コンサルティング,求人なし,東京都渋谷区代々木1-30-15,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 西村 佳隆,4 百万円,
2024-08-01,株式会社ＡＮＥ,その他専門コンサルティング,求人なし,東京都新宿区神楽坂2-13末よしビル 3Ｆ,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 クルチョミケレ,10 百万円,
2024-08-01,株式会社ＪＵＳＴ　Ａ,その他専門コンサルティング,求人なし,東京都中央区銀座3-11-3,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 有友 正義,1 百万円,
2024-08-01,株式会社ＡｉｒＳｏｌ,マーケティング・リサーチ,求人なし,東京都渋谷区恵比寿3-25-11,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大嶋 裕子,5 百万円,
2024-08-01,テラソルコンサルティング株式会社,経営・戦略コンサルティング,求人なし,東京都千代田区隼町2-12藤和半蔵門コープ 506,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐藤 まゆみ,5 百万円,
2024-08-01,株式会社ＣＦスタートアップス,その他専門コンサルティング,求人なし,東京都渋谷区南平台町15-10ＭＡＣ渋谷ビル 8Ｆ,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 出縄 良人,130 百万円,
2024-08-01,オリーブコンサルティング株式会社,その他専門コンサルティング,求人なし,東京都文京区後楽2-2-10松屋ビル 601,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 清水 貴之,5 百万円,
2024-08-01,株式会社ジャパン・カレント,マーケティング・リサーチ,求人なし,東京都千代田区九段南1-5-6りそな九段ビル 5Ｆ,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 北原 信之,19 百万円,
2024-08-01,株式会社ＡＮＤ　ＣＲＥＡＴＥ,その他専門コンサルティング,求人なし,東京都目黒区中目黒2-1-23,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 清水 久三子,1 百万円,
2024-08-01,Ｋｅｉｏｈ株式会社,マーケティング・リサーチ,求人なし,北海道札幌市中央区北五条西6-1-23北海道通信ビル9Ｆ,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 広瀬 章光,2 百万円,
2024-08-01,株式会社ＷＢエナジー,その他専門コンサルティング,求人なし,東京都千代田区外神田5-5-10,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 梶山 恵司,25 百万円,
2024-08-01,日本エンヘサ株式会社,その他専門コンサルティング,求人なし,東京都千代田区大手町1-5-1大手町ファーストスクエアイーストタワー 4Ｆ,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田崎 裕美,9 百万円,
2024-08-01,株式会社Ｐｒｉｆｕｌｔｅｎａｃｙ,総合コンサルティング,求人なし,東京都国分寺市南町3-18-3,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大庭 享,9 百万円,
2024-08-01,株式会社プロフィッツ,その他専門コンサルティング,求人なし,東京都千代田区丸の内3-1-1,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田中 慎一郎,50 百万円,
2024-08-01,株式会社ＷＯＷＭＡＸ,マーケティング・リサーチ,求人なし,東京都千代田区九段北1-9-5,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 海部 正樹,44 百万円,
2024-08-01,島津会計税理士法人,税理士法人,求人なし,群馬県高崎市昭和町226,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 島津 文弘,,
2024-08-01,税理士法人千葉中央会計事務所,税理士法人,求人なし,千葉県千葉市中央区中央1-2-1,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,,
2024-08-01,税理士法人コンサルト,税理士法人,求人なし,東京都中央区新富2-11-5第2曽我ビル3Ｆ,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 樫木 雅彦,,
2024-08-01,朝日税理士法人,税理士法人,求人なし,愛媛県松山市松前町1-5-2,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 竹田 茂敏,,
2024-08-01,ＭＡＣ＆ＢＰミッドランド税理士法人,税理士法人,求人なし,愛知県名古屋市中村区名駅3-28-12大名古屋ビルヂング 21Ｆ,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 能登 明俊,,
2024-08-01,税理士法人Ｊタックス,税理士法人,求人なし,富山県高岡市野村1357-2,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 鷲山 浩一,,
2024-08-01,株式会社ＩＧＰＩ　Ｄｉｇｉｔａｌ　Ｉｎｔｅｌｌｉｇｅｎｃｅ,その他専門コンサルティング,求人なし,東京都千代田区丸の内1-9-2グラントウキョウサウスタワー 8Ｆ,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 川上 登福,10 百万円,
2024-08-01,税理士法人税制経営研究所,税理士法人,無,東京都新宿区四谷三栄町12-5ライラック三栄ビル 2Ｆ,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 進藤 雄三,,■会計・税務・コンサルティング■国際税務■医業税務■相続税・事業承継■公益・非営利法人支援 2024年5月doda掲載求人より引用
2024-08-01,株式会社ファンタス,マーケティング・リサーチ,求人なし,東京都港区新橋2-16-1ニュー新橋ビル 702,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 坪坂 英生,5 百万円,
2024-08-01,株式会社ＫＡＩ測量,その他専門コンサルティング,求人なし,東京都千代田区富士見2-4-7,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 界,4 百万円,
2024-08-01,税理士法人エルム,税理士法人,求人なし,埼玉県川越市脇田本町18-2,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 関 博之,,
2024-08-01,税理士法人春好租税法事務所,税理士法人,求人なし,大阪府大阪市中央区内平野町1-2-6,2002,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 春好 崇樹,,
2024-08-01,むさしオフィスアドバイザーズ株式会社,その他専門コンサルティング,求人なし,東京都中央区銀座7-17-15オーク銀座木挽町ビル 4Ｆ,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 武﨑 晃寛,4 百万円,
2024-08-01,セカイエ株式会社,その他専門コンサルティング,無,東京都中央区八丁堀2-10-7日本瓦斯八丁堀ビル,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 金井 孟,10 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■電力サポート事業(電力の小売)■BCP支援事業■コインランドリー事業■プロバスケットボールチームの運営 2021年12月doda掲載求人より引用
2024-08-01,株式会社クリフィックスＦＡＳ,財務・会計アドバイザリー（FAS）,求人なし,東京都千代田区大手町1-5-1,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 徳昭,30 百万円,
2024-08-01,ビンテージマネジメント株式会社,マーケティング・リサーチ,求人なし,東京都千代田区九段南1-5-6りそな九段ビル5ＦＫＳフロア,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 安田 哲,10 百万円,
2024-08-01,株式会社メディア・コンフィデンス,マーケティング・リサーチ,求人なし,東京都渋谷区道玄坂1-10-8渋谷道玄坂東急ビル2Ｆ－Ｃ,2015,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 早野 龍輝,,
2024-08-01,税理士法人森井会計,税理士法人,求人なし,東京都渋谷区南平台町2-13南平台大崎ビル 5Ｆ,2003,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,,
2024-08-01,税理士法人ジェイエスケー,財務・会計アドバイザリー（FAS）,求人なし,大阪府大阪市北区西天満3-5-20ＪＳＫビル,2003,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,,3 百万円,
2024-08-01,税理士法人長岡会計,税理士法人,求人なし,埼玉県川越市脇田本町24-18,2003,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表社員 長岡 芳二,,
