更新日,名称,業界(小分類),求人有無,所在地,設立,資本金,平均年齢,従業員数,企業URL,代表者,事業内容
2024-08-01,株式会社繭の糸キッズ,研修サービス,無,東京都文京区音羽1-1-7正進社ホールディングスビル 2Ｆ,2014,42 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 辻村 あい,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■保育園運営■人材育成のための教育事業 2023年7月doda掲載求人より引用
2024-08-01,株式会社ビーコンラーニングサービス,研修サービス,求人なし,東京都中央区日本橋茅場町2-2-1東石ビル,2014,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 近藤 雅人,
2024-08-01,株式会社リブリッジ,人材紹介・職業紹介,求人なし,東京都千代田区神田三崎町3-7-1水道橋フロント 6Ｆ,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石松 明彦,
2024-08-01,株式会社ＦＢマネジメント,人材紹介・職業紹介,無,東京都中央区日本橋小伝馬町7-16ＢｉｚＦｅｅｌ日本橋小伝馬町6Ｆ,2014,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 一歩,"【老舗企業特化の実業型コンサルティング企業】■ファミリービジネス支援・ビジネスモデル構築支援・組織マネジメント支援・仕組み化支援・売上拡大支援＜ミッション＞成長異業のある地方企業の経営を進化させる＜ビジョン＞2030年に『グループ20社』『従業員1,000人体制』の実現多柱化事業×グローバル×実業という3つの軸を持つ老舗企業プラットフォームを構築する 2023年11月doda掲載求人より引用"
2024-08-01,ｉＰｌａｎ株式会社,人材紹介・職業紹介,求人なし,静岡県静岡市葵区八千代町24-9,2014,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 加藤 一朗,
2024-08-01,株式会社チームボックス,研修サービス,求人なし,東京都港区新橋1-12-9新橋プレイス8Ｆ,2014,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中竹 竜二,
2024-08-01,株式会社ＨＩＧＨ　ＦＩＥＬＤ,人材派遣,求人なし,大阪府吹田市千里山東1-7-33,2014,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 木村 公俊,
2024-08-01,株式会社ヒューマン・コネクト,人材紹介・職業紹介,求人なし,東京都千代田区神田神保町3-4-29九段下ＳＳＴビル 6Ｆ,2014,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大西 俊彦,
2024-08-01,株式会社ヴィストコンサルティング,求人サイト・求人メディア,求人なし,石川県金沢市広岡1-2-14,2014,6 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 奥山 純一,
2024-08-01,株式会社セラヴィＡｇｅｎｔ,人材紹介・職業紹介,求人なし,福岡県福岡市中央区天神1-9-17,2014,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山口 恭爾,
2024-08-01,株式会社キャリアル,人材紹介・職業紹介,求人なし,静岡県静岡市駿河区中田2-1-6石田街道ビル603,2014,9 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 森 英誓,
2024-08-01,株式会社第弐表現,人材紹介・職業紹介,求人なし,京都府京都市中京区西洞院通六角下る池須町416-1,2014,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 秋山 理二郎,
2024-08-01,ＳＦＪ　Ｈｏｌｄｉｎｇｓ株式会社,人材紹介・職業紹介,求人なし,東京都千代田区麹町1-7相互半蔵門ビルディング,2008,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙津 孝太郎,
2024-08-01,ハーモニープラス株式会社,人材派遣,求人なし,東京都千代田区二番町7-5二番町平和ビル,2010,70 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 降旗 真寿幸,
2024-08-01,さくらキャリア株式会社,人材紹介・職業紹介,求人なし,東京都千代田区有楽町2-7-1有楽町イトシア 12Ｆ,2012,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 内山 千恵,
2024-08-01,株式会社キャリア・ビルド・コミュニティ,人材紹介・職業紹介,求人なし,埼玉県さいたま市南区大字大谷口971-78,2008,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 堀 太郎,
2024-08-01,株式会社ワールドフォースインターナショナル,アウトソーシング,求人なし,東京都文京区後楽2-20-16後楽2丁目ビル 5Ｆ,2011,76 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 田上 修,
2024-08-01,株式会社フォーエバー・パートナーズ,人材紹介・職業紹介,無,東京都中央区京橋2-5-2京橋東邦センタービル 9Ｆ,2012,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 濵西 大介,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ◆新卒・中途・アルバイトの採用支援コンサルティング◆人材紹介◆人材派遣◆アウトソーシング業◆訪問医療マッサージ◆スポーツマッサージ◆美容健康関連グッズ事業【一般労働者派遣事業】 厚生労働省許可 派13-305984【人材紹介事業】 厚生労働省許可 13-ユ-3064972018年・2019年・2020年にベストベンチャー100に選出されました！ 2022年6月doda掲載求人より引用
2024-08-01,グローバル・リクルートメント・スペシャリスト株式会社,人材紹介・職業紹介,求人なし,京都府南丹市美山町長谷墓ノ下17-1,2012,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 植野 卓,
2024-08-01,株式会社プログレス,人材派遣,無,埼玉県川越市通町5-4第一ＹＡＭＡＤＡビル 4Ｆ,2010,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 井口 健次,
2024-08-01,株式会社テクニカルサポート,技術系アウトソーシング（特定技術者派遣）,求人なし,埼玉県深谷市小前田439-3,2011,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 新井 正行,
2024-08-01,有限会社ワイ・エー・エス,研修サービス,求人なし,東京都江東区豊洲2-5-14816,2005,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中村 泰彦,
2024-08-01,日本アウトソーシング株式会社,アウトソーシング,求人なし,埼玉県戸田市中町2-15-30406,1996,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山田 善久,
2024-08-01,日本ヘルスケア・マーケティング株式会社,求人サイト・求人メディア,求人なし,福井県福井市手寄1-20-1,2009,1 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岡田 芳明,
2024-08-01,株式会社テイク,人材派遣,求人なし,埼玉県さいたま市大宮区堀の内町1-451-1,1991,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 米澤 明男,
2024-08-01,トラスト＆パッションカンパニー株式会社,人材紹介・職業紹介,求人なし,鹿児島県鹿児島市平之町7-33901,2014,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 才田 淳一,
2024-08-01,ＯＡＳＩＳ　ＩＮＮＯＶＡＴＩＯＮ株式会社,アウトソーシング,求人なし,東京都港区芝1-8-25芝ＴＫビル 3Ｆ,2013,7 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 草野 真範,
2024-08-01,株式会社アジアユーロ言語研究所,研修サービス,求人なし,東京都新宿区下落合3-21-52Ｆ,2014,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 鈴木 武生,
2024-08-01,株式会社シジスカイ,人材紹介・職業紹介,無,東京都千代田区岩本町3-4-5,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 長谷川 莉夏,■人材支援事業（労働者派遣事業 派13-307421）■有料職業紹介事業（13-ユ-309525）■登録支援機関事業（19登-000491）■受託システム開発事業■SES事業 2024年5月doda掲載求人より引用
2024-08-01,株式会社フォースコミュニティ,研修サービス,求人なし,福岡県福岡市中央区高砂1-1-258Ｆ,2014,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 斎藤 高一郎,
2024-08-01,株式会社Ａｔ　Ｈｕｍａｎ　Ｖｉｓｉｏｎ,人材派遣,無,千葉県船橋市本町2-2-7船橋本町プラザビル 706,2013,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 大川 寛志,・営業コンサルティング事業（市場調査・マーケティング）・HR事業・イベント開発事業・人材派遣事業 [派12-301370]・有料職業紹介事業 [12-ユ-300522] 2023年9月doda掲載求人より引用
2024-08-01,株式会社サン・プランナー,人材派遣,無,静岡県沼津市高島本町16-16三井生命沼津高島本町ビル 3Ｆ,2001,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 小松 剛之,
2024-08-01,アルバ株式会社,人材派遣,求人なし,静岡県富士市日乃出町3-2,2005,30 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐野 貴大,
2024-08-01,ハートンホテルサービス株式会社,研修サービス,求人なし,大阪府大阪市中央区西心斎橋1-4-5,2000,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 千川 勝宣,
2024-08-01,株式会社ヒト・ラボ,研修サービス,求人なし,北海道札幌市西区宮の沢一条4-7-1,2014,,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村本 麗子,
2024-08-01,株式会社Ｍｉｃｃｔ,研修サービス,求人なし,東京都豊島区要町3-3-16,2014,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 升本 恵子,
2024-08-01,株式会社ホットスタッフ可児,人材派遣,無,岐阜県可児市下恵土2920-1,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 水田 武志,
2024-08-01,株式会社ホットスタッフ春日井,人材派遣,無,愛知県春日井市花長町2-19-7,2014,20 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 堤 寛之,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ・労働者派遣事業（派）23-301441・有料職業紹介事業 23-ュ-301275 2022年10月doda掲載求人より引用
2024-08-01,株式会社トラストアンドテクノロジー,人材紹介・職業紹介,求人なし,東京都板橋区赤塚新町2-7-17ライオンズマンション赤塚 301,2014,2 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 勝永 圭一,
2024-08-01,株式会社サンスタッフ,人材派遣,求人なし,栃木県宇都宮市宿郷1-15-6ＴＨＥＥＳＳＥＮＣＥ 2Ｆ,2014,50 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 齊藤 文誉,
2024-08-01,株式会社ナカムラ工業図研,技術系アウトソーシング（特定技術者派遣）,求人なし,三重県伊勢市宮後1-7-32ＮＫＺＢｉｌｄ．2 3Ｆ,1987,10 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 中村 峻也,
2024-08-01,株式会社ＳＫＫパートナーズ,人材紹介・職業紹介,求人なし,東京都台東区池之端4-3-10池之端コーポ202,2014,5 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 今村 隆二,
2024-08-01,ユニティジャパン株式会社,アウトソーシング,求人なし,東京都大田区西蒲田8-24-1,2014,3 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 榎本 貴佳,
2024-08-01,株式会社エンビジョン,アウトソーシング,求人なし,東京都千代田区九段南2-4-12Ｋｕｄａｎ Ｍｉｎａｍｉ Ｔｅｒｒａｃｅ 9Ｆ,2014,15 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 安成 ライアン,
2024-08-01,ラップサービス株式会社,人材派遣,求人なし,北海道札幌市中央区南九条西3-2-5南九条ビルパークビル 406,2014,22 百万円,,,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 齊藤 暁,
