更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,株式会社デュクール,理容・美容・エステ,求人なし,,東京都港区南青山2-10-11Ａ青山ビル2Ｆ,2007,,,,8 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 市山 進
2024-08-01,株式会社ヘルシヤ,理容・美容・エステ,求人なし,,東京都新宿区住吉町2-10ソフィアＭ 201,2007,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 李 基道
2024-08-01,株式会社ファイブスター,理容・美容・エステ,求人なし,,福岡県福岡市中央区舞鶴3-1-13さくらビル 301,2007,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 浅倉 健吾
2024-08-01,株式会社クラルテ,理容・美容・エステ,求人なし,,東京都港区南青山5-17-2,2007,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 原田 瞳
2024-08-01,ロハスカーボンＣＯ２研究所株式会社,理容・美容・エステ,求人なし,,東京都渋谷区神宮前5-30-3ニューアートビル1Ｆ,2007,,,,11 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 岩﨑 友美
2024-08-01,ＬＯＴＵＳ株式会社,理容・美容・エステ,求人なし,,埼玉県さいたま市南区内谷7-3-29西浦和ハイツ103号,2007,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 太田原 学
2024-08-01,株式会社エターナル,理容・美容・エステ,求人なし,,東京都港区南青山2-24-15青山タワービル 10Ｆ,2000,,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 宮村 浩気
2024-08-01,有限会社ｄｉプラス,理容・美容・エステ,求人なし,,千葉県柏市旭町1-5-4プラザパスカ 7Ｆ,2006,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,取締役 濱田 伸興
2024-08-01,株式会社谷商会,理容・美容・エステ,求人なし,,兵庫県神戸市西区伊川谷町有瀬551-1,1974,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 谷 義彦
2024-08-01,株式会社セピアプロミクス,理容・美容・エステ,求人なし,,愛知県名古屋市中村区豊国通6-9,1997,,,,46 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 佐野 敬志
2024-08-01,株式会社創和ホールディングス,理容・美容・エステ,求人なし,,愛知県名古屋市中区丸の内2-19-32,2007,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡部 行雄
2024-08-01,株式会社エイチ・ティー・ディー,理容・美容・エステ,求人なし,,神奈川県鎌倉市稲村ガ崎5-4-4,1991,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 渡邊聡一郎
2024-08-01,株式会社アースホールディングス,理容・美容・エステ,無,1.美容業2.美容経営に関するコンサルタント業3.美容業に関する材料及び器具類の仕入れならびに販売4.エステティックサロンの経営5.不動産賃貸業6.飲食店業7.ペットショップの経営8.ペット用品販売及びペット美容9.生命保険の募集に関する業務10.前各号に付帯する一切の業務 2023年12月doda掲載求人より引用,東京都渋谷区渋谷2-1-1青山ファーストビル 7Ｆ,2007,,,,52 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 國分 利治
2024-08-01,株式会社ビクトリー,理容・美容・エステ,求人なし,,千葉県千葉市中央区新町4-7クレインヒルズ 3Ｆ,2005,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 君和田 徹
2024-08-01,株式会社トータルヘルスプロデュース・ブリッジスマイル,理容・美容・エステ,求人なし,,東京都葛飾区水元5-11-18,2007,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 永安 利恵
2024-08-01,株式会社Ｒ－ＶＥＬ,理容・美容・エステ,求人なし,,東京都新宿区西新宿7-18-9,2007,,,,8 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 関根 明香
2024-08-01,株式会社アリストレンディ,理容・美容・エステ,求人なし,,東京都港区麻布十番2-21-8,2007,,,,5 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 有路 真理
2024-08-01,コーリオ株式会社,理容・美容・エステ,無,,東京都小平市花小金井4-36-6201,2007,,,,2 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村山 昭義
2024-08-01,株式会社フジプランニング,理容・美容・エステ,求人なし,,東京都杉並区荻窪4-32-3ＡＫオギクボビル 401,1981,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 畠山 幸一
2024-08-01,株式会社桃翔２８,理容・美容・エステ,求人なし,,北海道札幌市北区北四十条西4-2-10,2007,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 柏谷 朋子（小澤 朋子）
2024-08-01,日本総合コンサルタント株式会社,理容・美容・エステ,求人なし,,兵庫県神戸市中央区宮本通2-1-30,2008,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 滝内 優太
2024-08-01,株式会社Ｊ８,理容・美容・エステ,求人なし,,東京都渋谷区桜丘町26-1,1996,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 八木 敏一
2024-08-01,ビューティーナビ株式会社,理容・美容・エステ,無,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 美容サロン検索サイト『ビューティーナビ』の運営 2022年4月doda掲載求人より引用,東京都港区赤坂1-12-32アーク森ビル 11Ｆ,2007,,,,89 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 井堀 信一
2024-08-01,株式会社ホームリゾートコーポレーション,理容・美容・エステ,求人なし,,東京都渋谷区恵比寿1-24-16,2008,,,,5 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 早瀬 由香理
2024-08-01,株式会社ＬＡ・ＢＯ,理容・美容・エステ,求人なし,,東京都千代田区岩本町1-14-5アクタス岩本町 2Ｆ,2003,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松本 仁
2024-08-01,株式会社マドモアゼル,理容・美容・エステ,求人なし,,東京都港区南青山4-17-4Ｈｉｒｏｋｉーｍｏｄｅ ｍｉｎａｍｉａｏｙａｍａ,1998,,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役社長 小堀 奈々
2024-08-01,株式会社ｂｏｓｃｈ,理容・美容・エステ,求人なし,,福岡県北九州市小倉南区徳力新町2-12-39,2008,,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 向上 淳
2024-08-01,株式会社九州壹組,理容・美容・エステ,求人なし,,福岡県北九州市八幡西区引野2-6-4,1993,,,,18 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 久保 和也
2024-08-01,株式会社ヴァニティフェア,理容・美容・エステ,求人なし,,東京都渋谷区円山町5-5Ｎａｖｉ渋谷Ｖ3Ｆ,2001,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石井 理士
2024-08-01,株式会社爽やか,理容・美容・エステ,求人なし,,愛知県名古屋市熱田区金山町2-2-9,2006,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 和田 直美
2024-08-01,株式会社モデスティ,理容・美容・エステ,無,,愛知県名古屋市東区葵1-14-13アーク新栄ビルディング 6Ｆ,2008,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 毛受 史江
2024-08-01,株式会社レクレーションアンドリゾーツ,理容・美容・エステ,求人なし,,福岡県福岡市中央区舞鶴1-3-31ハイラーク舞鶴 511号,2008,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 松原 茂博
2024-08-01,株式会社モードケイズ,理容・美容・エステ,求人なし,,大阪府池田市石橋2-16-6モードケイズビル 4Ｆ,2000,,,,50 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 金井 武弘
2024-08-01,株式会社あいぷらす,理容・美容・エステ,求人なし,,埼玉県さいたま市北区土呂町2-17-3グランドステータス土呂 2Ｆ,2008,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 杉田 富貴子
2024-08-01,株式会社ジェイファムコーポレーション,理容・美容・エステ,無,,東京都中央区銀座6-6-1風月同ビル 5Ｆ,2008,,,,20 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 桝井 継博
2024-08-01,株式会社Ｍ＆ＤＲ,理容・美容・エステ,無,,東京都港区北青山3-14-1ノース青山 2Ｆ、3Ｆ,2008,,,,5 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 上田 理加
2024-08-01,株式会社コンフォートジャパン,理容・美容・エステ,無,,神奈川県横浜市西区高島1-1-2,2008,,,,30 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 手塚 均
2024-08-01,株式会社ＬＡＵＬＥＡ,理容・美容・エステ,求人なし,,東京都港区南青山3-9-12佐藤ビル 1Ｆ,2008,,,,1 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 黒澤 貴郎
2024-08-01,株式会社シンクアクト,理容・美容・エステ,求人なし,,東京都渋谷区円山町6-5石坂ビル2Ｆ,2008,,,,2 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 菊地 景輔
2024-08-01,株式会社ウィステリア,理容・美容・エステ,求人なし,,福岡県福岡市中央区警固3-4-3東ビル,2008,,,,4 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 藤戸 剛
2024-08-01,株式会社インテグラシーラボ,理容・美容・エステ,求人なし,,東京都港区白金6-6-1202,2008,,,,5 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 石川 善光
2024-08-01,株式会社ＺＥＮＯＮ,理容・美容・エステ,求人なし,,大阪府大阪市阿倍野区旭町2-1-2あべのポンテ 2Ｆ,2008,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 髙添 陽一
2024-08-01,株式会社ヨガン,理容・美容・エステ,求人なし,,大阪府大阪市都島区東野田町2-1-38,2008,,,,9 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 川上 哲司
2024-08-01,株式会社美意識,理容・美容・エステ,無,,東京都港区六本木2-3-71405,2008,,,,9 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 村田 信幸
2024-08-01,株式会社ハピネス,理容・美容・エステ,無,,奈良県奈良市二条町2-58-1中井ビル 1Ｆ,1982,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 北本 さおり
2024-08-01,株式会社ＳＬＣＡ,理容・美容・エステ,無,,大阪府堺市北区中百舌鳥町6-819,2006,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 荒田 顕司
2024-08-01,株式会社イーノ,理容・美容・エステ,求人なし,,東京都中央区銀座5-14-8,2008,,,,5 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 谷 恵美子
2024-08-01,株式会社コンテンポラリー・コーポレーション,理容・美容・エステ,無,,東京都渋谷区広尾5-18-10広尾ピア柴田 601,1987,,,,3 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 山下 由
2024-08-01,株式会社ブルーム,理容・美容・エステ,無,,神奈川県横浜市西区北幸2-10-33,2003,,,,10 百万円,Error accessing nan: Invalid URL 'nan': No scheme supplied. Perhaps you meant https://nan?,代表取締役 冨田 直樹
